Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_018583445.1,,"Ehlers,B., Walter,C., Liebmann,S., Richter,D., Ulrich,R.G., Leendertz,F.H., Calvignac-Spencer,S.",2021-06-01T16:41:13.580Z,3349,Apodemus flavicollis polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Germany,Germany,,Apodemus flavicollis,lung,,,ASM1858344v1
GCF_013088015.1,,"Willams,S.H., Che,X., Garcia,J.A., Klena,J.D., Lee,B., Muller,D., Ulrich,W., Corrigan,R.M., Nichol,S., Jain,K., Lipkin,W.I., Williams,S.H.",2021-06-01T16:32:06.460Z,MPoV3/NYC/2015/K003/3347,Mus musculus polyomavirus 3,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,USA,USA,,Mus musculus,feces,2015-08-27,,ASM1308801v1
GCF_004788475.1,,"Gedvilaite,A., Ulrich,R., Calvignac-Spencer,S., Ehlers,B.",2021-06-01T15:57:42.233Z,GER_#7607_MU10/2265,Sorex minutus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Germany,Germany,,Sorex minutus,"spleen, abdominal cavity",,,ASM478847v1
GCF_004788435.1,,"Gedvilaite,A., Ulrich,R., Calvignac-Spencer,S., Ehlers,B.",2021-06-01T15:57:32.547Z,#7586_MU08/1013,Sorex coronatus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Germany,Germany,,Sorex coronatus,"spleen, abdominal cavity",,,ASM478843v1
GCF_004788415.1,,"Gedvilaite,A., Ulrich,R., Calvignac-Spencer,S., Ehlers,B.",2021-06-01T15:57:23.527Z,GER_#4608_MU/06/0215/MV,Sorex araneus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Germany,Germany,,Sorex araneus,spleen,,,ASM478841v1
GCF_004132905.1,,"Ehlers,B., Walter,C., Liebmann,S., Richter,D., Ulrich,R.G., Leendertz,F.H., Calvignac-Spencer,S.",2019-02-12T15:03:06.020Z,3884,Panthera leo polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Tanzania,Tanzania,,Panthera leo,lung,,,ASM413290v1
GCF_004132885.1,,"Ehlers,B., Walter,C., Liebmann,S., Richter,D., Ulrich,R.G., Leendertz,F.H., Calvignac-Spencer,S.",2019-02-12T15:02:46.287Z,3327 ID3a,Glis glis polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Germany,Germany,,Glis glis,"spleen, abdominal cavity",,,ASM413288v1
GCF_004133585.1,,"Maia,F.G., de Souza,W.M., Sabino-Santos,G. Jr., Fumagalli,M.J., Modha,S., Murcia,P.R., Figueiredo,L.T., Maia,F.G.M., Figueiredo,L.T.M.",2019-02-12T14:38:31.390Z,1b,Akodon montensis polyomavirus,,Polyomaviridae,dsDNA,RefSeq,,,1,Brazil,Brazil,,Akodon montensis,,2008,,ASM413358v1
GCF_004133485.1,,"Hause,B.M.",2019-02-12T14:38:02.027Z,,Porcine polyomavirus,,Polyomaviridae,dsDNA,RefSeq,,,,USA: Minnesota,USA,MN,,,2018-02-14,,ASM413348v1
GCF_004132765.1,,"Ehlers,B., Walter,C., Liebmann,S., Richter,D., Ulrich,R.G., Leendertz,F.H., Calvignac-Spencer,S.",2019-02-12T14:34:55.733Z,9781 GN365,Philantomba monticola polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Democratic Republic of the Congo,Democratic Republic of the Congo,,Philantomba monticola,"spleen, abdominal cavity",,,ASM413276v1
GCF_004130695.1,,"Carr,M., Gonzalez,G., Sasaki,M., Dool,S.E., Ito,K., Ishii,A., Hang'ombe,B.M., Mweene,A.S., Teeling,E.C., Hall,W.W., Orba,Y., Sawa,H.",2019-02-12T14:26:18.207Z,,Rhinolophus simulator polyomavirus 3,,Polyomaviridae,dsDNA,RefSeq,,,1,"Zambia:Lusaka, Leopard's Hill Cave",Zambia,,Rhinolophus simulator,,2013,,ASM413069v1
GCF_004130675.1,,"Carr,M., Gonzalez,G., Sasaki,M., Dool,S.E., Ito,K., Ishii,A., Hang'ombe,B.M., Mweene,A.S., Teeling,E.C., Hall,W.W., Orba,Y., Sawa,H.",2019-02-12T14:25:56.170Z,,Rhinolophus simulator polyomavirus 2,,Polyomaviridae,dsDNA,RefSeq,,,1,"Zambia:Lusaka, Leopard's Hill Cave",Zambia,,Rhinolophus simulator,,2013,,ASM413067v1
GCF_004133145.1,,"Van Doorslaer,K., Kraberger,S., Austin,C., Farkas,K., Bergeman,M., Paunil,E., Davison,W., Varsani,A.",2019-02-12T14:13:42.450Z,BIS330,Trematomus bernacchii polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,1,Antarctica: Ross Sea,Antarctica,,Trematomus bernacchii,,,,ASM413314v1
GCF_004132745.1,,"Ehlers,B., Walter,C., Liebmann,S., Richter,D., Ulrich,R.G., Leendertz,F.H., Calvignac-Spencer,S.",2019-02-12T14:12:04.363Z,9780 PI225,Potamochoerus porcus polyomavirus 1,Epsilonpolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Democratic Republic of the Congo,Democratic Republic of the Congo,,Potamochoerus porcus,"spleen, abdominal cavity",,,ASM413274v1
GCF_004130655.1,,"Carr,M., Gonzalez,G., Sasaki,M., Dool,S.E., Ito,K., Ishii,A., Hang'ombe,B.M., Mweene,A.S., Teeling,E.C., Hall,W.W., Orba,Y., Sawa,H.",2019-02-12T14:02:34.503Z,,Rhinolophus simulator polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,1,"Zambia:Lusaka, Leopard's Hill Cave",Zambia,,Rhinolophus simulator,,2013,,ASM413065v1
GCF_004129735.1,,"Mishra,N., Williams,S.H., Lipkin,W.I.",2019-02-12T13:59:13.527Z,KSA403,Bat polyomavirus,,Polyomaviridae,dsDNA,RefSeq,,,,Saudi Arabia,Saudi Arabia,,Eidolon helvum,feces,2012-10-15,,ASM412973v1
GCF_004129235.1,,"Ehlers,B., Liebmann,S., Walter,C., Preugschass,H., Fischer,D.",2019-02-12T13:58:29.997Z,471,Sus scrofa polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Germany,Germany,,Sus scrofa,,,,ASM412923v1
GCF_004133625.1,,"da Silva,M.S., Cibulski,S.P., Alves,C.D., Weber,M.N., Budaszewski,R.F., Silveira,S., Mosena,A.C., Mayer,F.Q., Goltz,L.V., Campos,R., Canal,C.W.",2019-02-12T13:50:29.297Z,,Myocastor coypus polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,1,Brazil,Brazil,,Myocastor coypus,,2016,,ASM413362v1
GCF_004132925.1,,"Ehlers,B., Walter,C., Liebmann,S., Richter,D., Ulrich,R.G., Leendertz,F.H., Calvignac-Spencer,S.",2019-02-12T13:47:54.050Z,4373 Thai 87,Tupaia glis polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Thailand,Thailand,,Tupaia glis,"spleen, abdominal cavity",,,ASM413292v1
GCF_004130635.1,,"Carr,M., Gonzalez,G., Sasaki,M., Dool,S.E., Ito,K., Ishii,A., Hang'ombe,B.M., Mweene,A.S., Teeling,E.C., Hall,W.W., Orba,Y., Sawa,H.",2019-02-12T13:38:30.697Z,,Rhinolophus blasii polyomavirus 2,,Polyomaviridae,dsDNA,RefSeq,,,1,"Zambia:Lusaka, Leopard's Hill Cave",Zambia,,Rhinolophus blasii,,2013,,ASM413063v1
GCF_003033375.1,,"Banyai,K., Marton,S., Feher,E.",2018-08-26T16:32:08.093Z,,Lonchura maja polyomavirus 1,Gammapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Hungary,Hungary,,Lonchura maja,"kidney, liver",2011,,ASM303337v1
GCF_003033365.1,,"Heenemann,K., Sieg,M., Rueckner,A., Vahlenkamp,T.W.",2018-08-26T16:31:59.713Z,,Erythrura gouldiae polyomavirus 1,Gammapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Poland,Poland,,Chloebia gouldiae,"liver, abdominal cavity",2014-11-26,,ASM303336v1
GCF_003033345.1,,"Ben-Salem,N., Leendertz,F., Ehlers,B.",2018-08-26T16:31:53.233Z,5947,Piliocolobus badius polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Cote d'Ivoire,Cote d'Ivoire,,,,2005,,ASM303334v1
GCF_002827885.1,,"Fagrouch,Z., Sarwari,R., Lavergne,A., Delaval,M., de Thoisy,B., Lacoste,V., Verschoor,E.J.",2018-08-25T01:10:53.320Z,R104,Artibeus planirostris polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,French Guiana,French Guiana,,Artibeus planirostris,"spleen, abdominal cavity",2011-01-01,,ASM282788v1
GCF_002827925.1,,,2018-08-25T01:10:52.380Z,2033,Saimiri sciureus polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Germany,Germany,,Saimiri sciureus,,,,ASM282792v1
GCF_002827865.1,,"Fagrouch,Z., Sarwari,R., Lavergne,A., Delaval,M., de Thoisy,B., Lacoste,V., Verschoor,E.J.",2018-08-25T01:10:48.537Z,B0454,Sturnira lilium polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,French Guiana,French Guiana,,Sturnira lilium,"spleen, abdominal cavity",2011-01-01,,ASM282786v1
GCF_002827825.1,,"Fagrouch,Z., Sarwari,R., Lavergne,A., Delaval,M., de Thoisy,B., Lacoste,V., Verschoor,E.J.",2018-08-25T01:10:47.170Z,A504,Artibeus planirostris polyomavirus 3,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,French Guiana,French Guiana,,Artibeus planirostris,"spleen, abdominal cavity",2011-01-01,,ASM282782v1
GCF_002827805.1,,"Fagrouch,Z., Sarwari,R., Lavergne,A., Delaval,M., de Thoisy,B., Lacoste,V., Verschoor,E.J.",2018-08-25T01:10:45.307Z,A1055,Artibeus planirostris polyomavirus 2,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,French Guiana,French Guiana,,Artibeus planirostris,"spleen, abdominal cavity",2011-01-01,,ASM282780v1
GCF_002827785.1,,"Kobayashi,S., Sasaki,M., Nakao,R., Setiyono,A., Handharyani,E., Orba,Y., Rahmadani,I., Taha,S., Adiani,S., Subangkit,M., Nakamura,I., Kimura,T., Sawa,H.",2018-08-25T01:10:44.337Z,5b-2,Acerodon celebensis polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,"Indonesia: Gorontalo, Paguyaman",Indonesia,,Acerodon celebensis,spleen,2013-03,,ASM282778v1
GCF_002406395.1,"ERZ325181,SRR2063883","Cantalupo,P.G., Buck,C.B., Pipas,J.M., Cantalupo,P.",2017-09-29T13:12:08.597Z,,Pomona leaf-nosed bat associated polyomavirus,,Polyomaviridae,dsDNA,RefSeq,,,,,,,,,,,ASM240639v1
GCF_002374915.1,,"Li,L., Pesavento,P., Delwart,E.",2017-09-27T15:45:07.163Z,poly-CA1,Polyomavirus sp.,,Polyomaviridae,dsDNA,RefSeq,,,,USA,USA,,Ailurus fulgens,,2015-06-01,,ASM237491v1
GCF_002219545.1,,"Qi,D., Zhang,W.",2017-07-16T01:00:49.857Z,GPPyV1,Ailuropoda melanoleuca polyomavirus 1,Deltapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,China,China,,Ailuropoda melanoleuca,oronasopharynx,2016,,ViralProj394292
GCF_002118645.1,,"Leutenegger,C., Kapusinszky,B., Phan,T., Pesavento,P., Delwart,E.L.",2017-05-07T01:01:07.570Z,R006926 CT2015,Canis familiaris polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,DogPyV-1,,,USA,USA,,Canis lupus familiaris,oronasopharynx,2015,,ViralProj385642
GCF_002114005.1,,"Geoghegan,E.M., Welch,N.L., Yabsley,M.J., Church,M.E., Pesavento,P.A., Buck,C.B.",2017-05-01T15:58:41.657Z,Rac2,Procyon lotor polyomavirus 2,Deltapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,USA: Georgia,USA,GA,Procyon lotor,"spleen, abdominal cavity",2015,,ViralProj383799
GCF_002080215.1,,"Gheit,T., Dutta,S., Oliver,J., Robitaille,A., Hampras,S., Combes,J.D., McKay-Chopin,S., Le Calvez-Kelm,F., Fenske,N., Cherpelis,B., Giuliano,A.R., Franceschi,S., McKay,J., Rollison,D.E., Tommasino,M.",2017-04-06T01:00:49.990Z,LIPyV,Human polyomavirus 14,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Homo sapiens,skin,2016-07-27,,ViralProj381649
GCF_002080195.1,,"Dela Cruz,F.N. Jr., Li,L., Delwart,E., Pesavento,P.A., Pesavento,P.",2017-04-06T01:00:43.620Z,UCD1,Vicugna pacos polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Vicugna pacos,,2014-07,,ViralProj381658
GCF_002037795.1,,"Carr,M., Gonzalez,G., Sasaki,M., Ito,K., Ishii,A., Hang'ombe,B.M., Mweene,A.S., Orba,Y., Sawa,H.",2017-03-19T01:00:31.547Z,,Miniopterus schreibersii polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,"Zambia:Lusaka, Leopard's Hill Cave",Zambia,,Miniopterus schreibersii,,2012,,ViralProj379594
GCF_002037755.1,,"Carr,M., Gonzalez,G., Sasaki,M., Ito,K., Ishii,A., Hang'ombe,B.M., Mweene,A.S., Orba,Y., Sawa,H.",2017-03-19T01:00:23.297Z,,Miniopterus schreibersii polyomavirus 2,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,"Zambia:Lusaka, Leopard's Hill Cave",Zambia,,Miniopterus schreibersii,,2012,,ViralProj379593
GCF_002037715.1,,"Carr,M., Gonzalez,G., Sasaki,M., Ito,K., Ishii,A., Hang'ombe,B.M., Mweene,A.S., Orba,Y., Sawa,H.",2017-03-19T01:00:16.127Z,,Rousettus aegyptiacus polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,"Zambia:Lusaka, Leopard's Hill Cave",Zambia,,Rousettus aegyptiacus,,2012,,ViralProj379591
GCF_002037695.1,,"Carr,M., Gonzalez,G., Sasaki,M., Ito,K., Ishii,A., Hang'ombe,B.M., Mweene,A.S., Orba,Y., Sawa,H.",2017-03-19T01:00:11.783Z,,Rhinolophus hildebrandtii polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,1,"Zambia:Lusaka, Leopard's Hill Cave",Zambia,,Rhinolophus hildebrandti,,2012,,ViralProj379592
GCF_001907925.1,,"Varsani,A., Stainton,D., Male,M.F., Kraberger,S., Frankfurter,G., Burns,J.M.",2016-12-18T01:06:55.420Z,WSK37,Leptonychotes weddellii polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,Antarctica: Ross ice shelf,Antarctica,,Leptonychotes weddellii,"kidney, abdominal cavity",2014,,ViralProj357839
GCF_001891055.1,,"Besch-Williford,C., Pesavento,P., Hamilton,S., Bauer,B., Kapusinszky,B., Phan,T.G., Delwart,E., Livingston,R., Cushing,S., Myles,M., Delwart,E.L.",2016-12-08T01:00:42.240Z,1014-2016-2,Rattus norvegicus polyomavirus 2,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,RatPyV-2,,,USA,USA,,Rattus norvegicus,tissue,2016,,ViralProj356437
GCF_001717195.1,,"Lopez-Bueno,A., Mavian,C., Labella,A.M., Castro,D., Borrego,J.J., Alcami,A., Alejo,A.",2016-08-31T01:00:10.350Z,SA9poly,Sparus aurata polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,1,Spain,Spain,,Sparus aurata,lymph,2001,,ViralProj340167
GCF_000928975.1,,"Yamaguchi,H., Kobayashi,S., Ishii,A., Ogawa,H., Nakamura,I., Moonga,L., Hang'ombe,B.M., Mweene,A.S., Thomas,Y., Kimura,T., Sawa,H., Orba,Y.",2016-08-08T15:54:06.303Z,BS94/BK94,Papio cynocephalus polyomavirus 2,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Zambia:Mfuwe,Zambia,,Papio cynocephalus,,2009-11-02,,ViralProj270088
GCF_001645975.1,,"Wen,C.-M.",2016-05-18T01:00:51.600Z,AMV-1,Marbled eel polyomavirus,,Polyomaviridae,dsDNA,RefSeq,,,,Taiwan: Pingtung,Taiwan,,Anguilla marmorata,,2012-01,,ViralProj321699
GCF_001465105.1,,"van Persie,J., Buitendijk,H., Fagrouch,Z., Bogers,W., Haaksma,T., Kondova,I., Verschoor,E.J.",2015-12-10T01:00:12.490Z,Ch-Regina,Pan troglodytes polyomavirus 8,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Netherlands: Rijswijk,Netherlands,,Pan troglodytes,abdominal cavity,2014,,ViralProj305160
GCF_001430635.1,,"Fagrouch,Z., Sarwari,R., Lavergne,A., Delaval,M., de Thoisy,B., Lacoste,V., Verschoor,E.J.",2015-11-03T01:02:03.550Z,R266,Pteronotus parnellii polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,French Guiana,French Guiana,,Pteronotus parnellii,"spleen, abdominal cavity",2011-01-01,,ViralProj300254
GCF_001430575.1,,"Nainys,J., Timinskas,A., Schneider,J., Ulrich,R.G., Gedvilaite,A., Ulrich,R.",2015-11-03T01:02:01.137Z,KS13/0947,Microtus arvalis polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Germany,Germany,,Microtus arvalis,blood,2013-10-04,,ViralProj300242
GCF_001430435.1,,"Fagrouch,Z., Sarwari,R., Lavergne,A., Delaval,M., de Thoisy,B., Lacoste,V., Verschoor,E.J.",2015-11-03T01:01:50.757Z,C1109,Carollia perspicillata polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,French Guiana,French Guiana,,Carollia perspicillata,"spleen, abdominal cavity",2011-01-01,,ViralProj300253
GCF_001430235.1,,"Groenewoud,M.J., Fagrouch,Z., van Gessel,S., Niphuis,H., Bulavaite,A., Warren,K.S., Heeney,J.L., Verschoor,E.J.",2015-11-03T01:01:36.097Z,Pi,Pongo abelii polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,,,,Pongo abelii,blood,,,ViralProj300255
GCF_001430215.1,,"Fagrouch,Z., Sarwari,R., Lavergne,A., Delaval,M., de Thoisy,B., Lacoste,V., Verschoor,E.J.",2015-11-03T01:01:35.547Z,B1130,Molossus molossus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,French Guiana,French Guiana,,Molossus molossus,"spleen, abdominal cavity",2011-01-01,,ViralProj300251
GCF_001430175.1,,"Nainys,J., Timinskas,A., Schneider,J., Ulrich,R.G., Gedvilaite,A., Ulrich,R.",2015-11-03T01:01:33.310Z,KS/14/281,Myodes glareolus polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Germany,Germany,,Myodes glareolus,blood,2013-08-15,,ViralProj300243
GCF_001430015.1,,"Fagrouch,Z., Sarwari,R., Lavergne,A., Delaval,M., de Thoisy,B., Lacoste,V., Verschoor,E.J.",2015-11-03T01:01:21.803Z,AT7,Desmodus rotundus polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,French Guiana,French Guiana,,Desmodus rotundus,"spleen, abdominal cavity",2011-01-01,,ViralProj300252
GCF_001184945.1,,"Madinda,N.F., Robbins,M.M., Boesch,C., Leendertz,F.H., Ehlers,B., Calvignac-Spencer,S., Madinda,F.",2015-07-22T01:04:55.993Z,F514.1,Pan troglodytes troglodytes polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,1,Gabon,Gabon,,Pan troglodytes troglodytes,,2011-02-15,,ViralProj290360
GCF_001184865.1,,"Ehlers,B., Richter,D., Matuschka,F.R., Ulrich,R.G., Liebmann,S., Walter,C., Preugschass,H., Fischer,D.",2015-07-22T01:03:53.020Z,3690,Rattus norvegicus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Germany,Germany,,Rattus norvegicus,"spleen, abdominal cavity",2005,,ViralProj290310
GCF_000989095.1,,"Farkas,K., Buck,C.B., Austin,C., Kraberger,S., Davison,W., Varsani,A.",2015-05-07T01:00:53.683Z,PES6,Trematomus pennellii polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,,Antarctica,Antarctica,,Trematomus pennellii,,2013,,ViralProj282773
GCF_000989015.1,,"Buck,C.B., Van Doorslaer,K., Peretti,A., Geoghegan,E.M., Tisza,M.J., An,P., Katz,J.P., Pipas,J.M., McBride,A.A., Camus,A.C., McDermott,A.J., Dill,J.A., Delwart,E., Ng,T.F., Farkas,K., Austin,C., Kraberger,S., Davison,W., Pastrana,D.V., Varsani,A.",2015-05-07T01:00:30.870Z,VH4-S14,Sheep polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Ovis aries,,2014,,ViralProj282770
GCF_000970605.1,,"Kobayashi,S., Sasaki,M., Nakao,R., Setiyono,A., Handharyani,E., Orba,Y., Rahmadani,I., Taha,S., Adiani,S., Subangkit,M., Nakamura,I., Kimura,T., Sawa,H.",2015-04-08T01:00:19.820Z,6a,Acerodon celebensis polyomavirus 2,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,"Indonesia: Gorontalo, Paguyaman",Indonesia,,Acerodon celebensis,spleen,2013-03,,ViralProj279594
GCF_000969215.1,,"Kobayashi,S., Sasaki,M., Nakao,R., Setiyono,A., Handharyani,E., Orba,Y., Rahmadani,I., Taha,S., Adiani,S., Subangkit,M., Nakamura,I., Kimura,T., Sawa,H.",2015-04-06T01:01:13.700Z,6b,Dobsonia moluccensis polyomavirus 2,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,"Indonesia: Gorontalo, Paguyaman",Indonesia,,Dobsonia moluccensis,spleen,2012-02,,ViralProj280304
GCF_000969155.1,,"Kobayashi,S., Sasaki,M., Nakao,R., Setiyono,A., Handharyani,E., Orba,Y., Rahmadani,I., Taha,S., Adiani,S., Subangkit,M., Nakamura,I., Kimura,T., Sawa,H.",2015-04-06T01:00:59.250Z,6d-1,Bat polyomavirus 6d,,Polyomaviridae,dsDNA,RefSeq,,,1,"Indonesia: Gorontalo, Paguyaman",Indonesia,,Pteropus sp.,spleen,2013-03,,ViralProj280307
GCF_000969095.1,,"Kobayashi,S., Sasaki,M., Nakao,R., Setiyono,A., Handharyani,E., Orba,Y., Rahmadani,I., Taha,S., Adiani,S., Subangkit,M., Nakamura,I., Kimura,T., Sawa,H.",2015-04-06T01:00:41.960Z,5a,Dobsonia moluccensis polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,"Indonesia: Gorontalo, Paguyaman",Indonesia,,Dobsonia moluccensis,spleen,2012-02,,ViralProj280306
GCF_000969035.1,,"Kobayashi,S., Sasaki,M., Nakao,R., Setiyono,A., Handharyani,E., Orba,Y., Rahmadani,I., Taha,S., Adiani,S., Subangkit,M., Nakamura,I., Kimura,T., Sawa,H.",2015-04-06T01:00:25.673Z,6c,Dobsonia moluccensis polyomavirus 3,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,"Indonesia: Gorontalo, Paguyaman",Indonesia,,Dobsonia moluccensis,spleen,2012-02,,ViralProj280305
GCF_000968995.1,,"Kobayashi,S., Sasaki,M., Nakao,R., Setiyono,A., Handharyani,E., Orba,Y., Rahmadani,I., Taha,S., Adiani,S., Subangkit,M., Nakamura,I., Kimura,T., Sawa,H.",2015-04-06T01:00:11.083Z,5b-1,Pteropus vampyrus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,"Indonesia: East Java, Surabaya",Indonesia,,Pteropus vampyrus,spleen,2012-02,,ViralProj280292
GCF_000931155.1,,"Hill,S.C., Murphy,A.A., Cotten,M., Palser,A.L., Benson,P., Lesellier,S., Gormley,E., Richomme,C., Grierson,S., Bhuachalla,D.N., Chambers,M., Kellam,P., Boschiroli,M.L., Ehlers,B., Jarvis,M.A., Pybus,O.G., Ni Bhuachalla,D., Boschiroli,M.-L.",2015-02-22T19:11:47.740Z,French,Meles meles polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,France,France,,Meles meles,salivary gland,2014-04,,ViralProj275612
GCF_000930535.1,,"Peretti,A., FitzGerald,P.C., Bliskovsky,V., Buck,C.B., Pastrana,D.V.",2015-02-22T19:11:32.240Z,3S5,Bovine polyomavirus 3,,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,,,2014-03,,ViralProj269173
GCF_000930155.1,,"Varsani,A., Porzig,E.L., Jennings,S., Kraberger,S., Farkas,K., Julian,L., Massaro,M., Ballard,G., Ainley,D.G.",2015-02-22T19:11:17.687Z,AdPyV_Crozier_2012,Pygoscelis adeliae polyomavirus 1,Gammapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Antarctica,Antarctica,,Pygoscelis adeliae,feces,2012-02,,ViralProj272395
GCF_000929995.1,,"Scuda,N., Madinda,N.F., Akoua-Koffi,C., Adjogoua,E.V., Wevers,D., Hofmann,J., Cameron,K.N., Leendertz,S.A., Couacy-Hymann,E., Robbins,M., Boesch,C., Jarvis,M.A., Moens,U., Mugisha,L., Calvignac-Spencer,S., Leendertz,F.H., Ehlers,B., Madinda,F.",2015-02-22T19:11:12.297Z,4077,Cercopithecus erythrotis polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Cameroon,Cameroon,,Cercopithecus erythrotis,,,,ViralProj269971
GCF_000930015.1,,"Yamaguchi,H., Kobayashi,S., Ishii,A., Ogawa,H., Nakamura,I., Moonga,L., Hang'ombe,B.M., Mweene,A.S., Thomas,Y., Kimura,T., Sawa,H., Orba,Y.",2015-02-22T19:11:12.133Z,BS20,Papio cynocephalus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Zambia:Mfuwe,Zambia,,Papio cynocephalus,"spleen, abdominal cavity",2009-05-16,,ViralProj270089
GCF_000928995.1,,"Orba,Y., Kobayashi,S., Nakamura,I., Ishii,A., Hang'ombe,B.M., Mweene,A.S., Thomas,Y., Kimura,T., Sawa,H.",2015-02-22T19:10:24.267Z,NR55,Mastomys natalensis polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Zambia:Namwala,Zambia,,Mastomys natalensis,"spleen, abdominal cavity",2009-12,,ViralProj270092
GCF_000929075.1,,"Lima,F.E.S., Cibulski,S.P., Franco,A.C., Roehe,P.M.",2015-02-22T19:10:22.630Z,,Tadarida brasiliensis polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,,Brazil,Brazil,,Tadarida brasiliensis,animal tissues,2013-07-17,,ViralProj271779
