Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_001645915.1,NA,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-18T01:00:41Z,48_Fec59973_cow,Bonzesmacovirus bovas1,Bonzesmacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,Bos taurus,feces,2012,NA,ViralProj321687
GCF_001645895.1,NA,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-18T01:00:39Z,48_Fec9_cow,Drosmacovirus bovas1,Drosmacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,Bos taurus,feces,2012,NA,ViralProj321683
GCF_001645875.1,NA,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-18T01:00:35Z,47_Fec58091_sheep,Porprismacovirus sheas3,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,Ovis aries,feces,2012,NA,ViralProj321679
GCF_001273705.1,NA,"Sachsenroder,J., Braun,A., Machnowska,P., Ng,T.F., Deng,X., Guenther,S., Bernstein,S., Ulrich,R.G., Delwart,E., Johne,R., Sachsenroeder,J., Ng,T.F.F., Ulrich,R.",2015-08-23T01:00:16Z,KS/11/0577,Rat associated porprismacovirus 1,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,Germany,Germany,NA,Rattus,feces,2010,NA,ViralProj293568
GCF_000931315.1,NA,"Ng,T.F.F., Sachsenroeder,J., Vega,E., Kondov,N.O., Jang,C., Deng,X., Gregoricus,N., Vinje,J., Delwart,E.",2015-02-22T19:11:54Z,SF2,Human associated porprismacovirus 2,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,Pan troglodytes,feces,2009-12-01,NA,ViralProj274158
GCF_000931115.1,NA,"Ng,T.F.F., Sachsenroeder,J., Vega,E., Kondov,N.O., Jang,C., Deng,X., Gregoricus,N., Vinje,J., Delwart,E.",2015-02-22T19:11:52Z,SF1,Howler monkey associated porprismacovirus 1,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,Alouatta caraya,feces,2009-12-01,NA,ViralProj274159
GCF_000929415.1,NA,"Ng,T.F.F., Sachsenroeder,J., Vega,E., Kondov,N.O., Jang,C., Deng,X., Gregoricus,N., Vinje,J., Delwart,E.",2015-02-22T19:10:43Z,SF3,Gorilla associated porprismacovirus 1,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,Gorilla gorilla,feces,2009-12-01,NA,ViralProj274157
GCF_000929235.1,NA,"Ng,T.F.F., Sachsenroeder,J., Vega,E., Kondov,N.O., Jang,C., Deng,X., Gregoricus,N., Vinje,J., Delwart,E.",2015-02-22T19:10:33Z,France/12/2008/3454,Human smacovirus 1,Huchismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,NA,France,France,NA,Homo sapiens,feces,2008,NA,ViralProj273530
GCF_000928535.1,NA,"Ng,T.F.F., Sachsenroeder,J., Vega,E., Kondov,N.O., Jang,C., Deng,X., Gregoricus,N., Vinje,J., Delwart,E.",2015-02-22T19:09:48Z,SF5,Lemur associated porprismacovirus 1,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,Lemur catta,feces,NA,NA,ViralProj274156
GCF_000926035.1,NA,"Cheung,A.K.",2015-02-22T19:06:11Z,FP1,Porcine associated porprismacovirus 9,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,Sus scrofa,feces,2011,NA,ViralProj259987
GCF_000926055.1,NA,"Cheung,A.K.",2015-02-22T19:06:10Z,DP3,Porcine associated porprismacovirus 5,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,Sus scrofa,feces,2011,NA,ViralProj259991
GCF_000924135.1,NA,"Cheung,A.K.",2015-02-22T19:02:27Z,GP2,Porcine associated porprismacovirus 8,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,Sus scrofa,feces,2011,NA,ViralProj259988
GCF_000922455.1,NA,"Cheung,A.K.",2015-02-22T19:00:55Z,XP1,Porcine associated porprismacovirus 6,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,Sus scrofa,feces,2011,NA,ViralProj259990
GCF_000921615.1,NA,"Cheung,A.K.",2015-02-22T18:59:55Z,EP2-A,Porcine associated porprismacovirus 7,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,Sus scrofa,feces,2011,NA,ViralProj259989
GCF_000919895.1,NA,"Kim,A.R., Chung,H.C., Kim,H.K., Kim,E.O., Nguyen,V.G., Choi,M.G., Yang,H.J., Kim,J.A., Park,B.K.",2015-02-22T18:57:02Z,J481,PoSCV Kor J481,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,South Korea,South Korea,NA,Sus scrofa,feces,2013-05-21,NA,ViralProj248101
GCF_000918075.1,NA,"Reuter,G., Boros,A., Delwart,E., Pankovics,P.",2015-02-22T18:53:58Z,NA,Turkey associated porprismacovirus 1,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,Hungary,Hungary,NA,Meleagris gallopavo,feces,2012-03,NA,ViralProj243528
GCF_000908375.1,NA,"Cheung,A.K., Ng,T.F., Lager,K.M., Bayles,D.O., Alt,D.P., Delwart,E.L., Pogranichniy,R.M., Kehrli,M.E. Jr.",2015-02-22T18:41:23Z,f,Porprismacovirus porci2,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,USA,USA,NA,Sus scrofa,NA,2010-06,NA,ViralProj202891
GCF_000906435.1,NA,"Cheung,A.K., Ng,T.F., Lager,K.M., Bayles,D.O., Alt,D.P., Delwart,E.L., Pogranichniy,R.M., Kehrli,M.E. Jr.",2015-02-22T18:39:39Z,3L7,Porcine associated porprismacovirus 3,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,USA,USA,NA,Sus scrofa,NA,2010-06,NA,ViralProj202890
GCF_000894595.1,NA,"Sachsenroder,J., Twardziok,S., Hammerl,J.A., Janczyk,P., Wrede,P., Hertwig,S., Johne,R., Sachsenroeder,J.",2015-02-22T18:18:51Z,GER2011,Pig stool associated circular ssDNA virus GER2011,NA,Smacoviridae,ssDNA,RefSeq,NA,NA,1,Germany,Germany,NA,Sus scrofa,feces,2011,NA,ViralProj165737
GCF_013088445.1,NA,"Taylor,L.J., Abbas,A.A., Collman,R.G., Bushman,F.D.",2021-06-01T16:36:57Z,NA,Vientovirus,Torbevirus,Redondoviridae,ssDNA,RefSeq,NA,NA,NA,NA,NA,NA,Homo sapiens,NA,NA,NA,ASM1308844v1
GCF_000914515.1,NA,"Rui,W., Ming,L., Hua,X.",2015-02-22T18:50:20Z,NA,Alphapleolipovirus HHPV2,Alphapleolipovirus,Pleolipoviridae,dsDNA; ssDNA,RefSeq,NA,NA,NA,China,China,NA,Haloarcula hispanica ATCC 33960,NA,2011-07-01,NA,ViralProj239732
GCF_000896955.1,NA,"Sencilo,A., Paulin,L., Kellner,S., Helm,M., Roine,E.",2015-02-22T18:22:35Z,NA,Alphapleolipovirus HRPV2,Alphapleolipovirus,Pleolipoviridae,dsDNA; ssDNA,RefSeq,NA,NA,1,Thailand,Thailand,NA,Halorubrum sp. SS5-4,NA,2008,NA,ViralProj157257
GCF_000896115.1,NA,"Sencilo,A., Paulin,L., Kellner,S., Helm,M., Roine,E.",2015-02-22T18:21:27Z,NA,Alphapleolipovirus HRPV6,Alphapleolipovirus,Pleolipoviridae,dsDNA; ssDNA,RefSeq,NA,NA,1,Thailand,Thailand,NA,Halorubrum sp. SS7-4,NA,2009,NA,ViralProj157261
GCF_000884635.1,NA,"Roine,E., Kukkaro,P., Paulin,L., Laurinavicius,S., Domanska,A., Somerharju,P., Bamford,D.H.",2015-02-22T18:05:57Z,NA,Alphapleolipovirus HHPV1,Alphapleolipovirus,Pleolipoviridae,dsDNA; ssDNA,RefSeq,NA,NA,1,Italy,Italy,NA,Haloarcula hispanica,NA,2007-07,NA,ViralProj43589
GCF_000883755.1,NA,"Pietila,M.K., Roine,E., Paulin,L., Kalkkinen,N., Bamford,D.H.",2015-02-22T18:05:17Z,NA,Alphapleolipovirus HRPV1,Alphapleolipovirus,Pleolipoviridae,dsDNA; ssDNA,RefSeq,NA,NA,1,Italy,Italy,NA,Halorubrum sp. PV6,NA,2006-06,NA,ViralProj36677
GCF_000872145.1,NA,"Davis,R.E., Zhao,Y.",2015-02-13T08:36:27Z,NA,Spiroplasma virus SkV1CR23x,Vespertiliovirus,Plectroviridae,ssDNA,RefSeq,NA,NA,NA,NA,NA,NA,Spiroplasma kunkelii,NA,NA,NA,ViralProj27891
GCF_000847925.1,NA,"Renaudin,J., Aullo,P., Vignault,J.C., Bove,J.M.",2015-02-12T16:40:38Z,NA,Spiroplasma virus R8A2B,Vespertiliovirus,Plectroviridae,ssDNA,RefSeq,NA,NA,1,NA,NA,NA,Spiroplasma citri,NA,NA,NA,ViralProj14580
GCF_000847085.1,NA,"Jaeger,M., Klotz,G.",2015-02-12T16:39:28Z,NA,Acholeplasma virus L51,Plectrovirus,Plectroviridae,ssDNA,RefSeq,NA,NA,NA,NA,NA,NA,Acholeplasma laidlawii,NA,NA,NA,ViralProj14573
GCF_000839205.1,NA,"Bebear,C.M., Aullo,P., Bove,J., Renaudin,J.",2015-02-12T16:33:03Z,NA,Spiroplasma virus C74,Vespertiliovirus,Plectroviridae,ssDNA,RefSeq,NA,NA,NA,NA,NA,NA,Spiroplasma citri,NA,NA,NA,ViralProj14178
GCF_000838525.1,NA,"Sha,Y., Melcher,U., Davis,R.E., Fletcher,J., Melcher,U.K.",2015-02-12T16:32:26Z,NA,Spiroplasma virus SVTS2,Suturavirus,Plectroviridae,ssDNA,RefSeq,NA,NA,1,NA,NA,NA,Spiroplasma,NA,NA,NA,ViralProj14032
GCF_002621025.1,NA,"Nagayoshi,Y., Kumagae,K., Mori,K., Tashiro,K., Nakamura,A., Fujino,Y., Hiromasa,Y., Iwamoto,T., Kuhara,S., Ohshima,T., Doi,K.",2019-12-16T10:12:39Z,NA,Thermus virus OH3,Thomixvirus,Paulinoviridae,ssDNA(+),RefSeq,NA,NA,1,Japan,Japan,NA,Thermus thermophilus HB8,NA,NA,NA,ASM262102v1
GCF_000838285.1,NA,"Chopin,M.C., Rouault,A., Ehrlich,S.D., Gautier,M.",2015-02-12T16:32:09Z,NA,Propionibacterium virus B5,Bifilivirus,Paulinoviridae,ssDNA(+),RefSeq,NA,NA,1,NA,NA,NA,Propionibacterium freudenreichii,NA,NA,NA,ViralProj14163
GCF_018587585.1,NA,"Ao,Y.",2021-06-01T16:45:16Z,MmBOV,Primate bocaparvovirus 3,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,Macaca mulatta,feces,2016-03,NA,ASM1858758v1
GCF_013088495.1,NA,"Penzes,J.J., de Souza,W.M., Agbandje-McKenna,M., Gifford,R.J.",2021-06-01T16:37:33Z,NA,Syngnathid ichthamaparvovirus 1,Ichthamaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,USA,USA,NA,Syngnathus scovelli,NA,2016,NA,ASM1308849v1
GCF_013088385.1,NA,"Linden,A., Gilliaux,G., Paternostre,J., Benzarti,E., Rivas,J.F., Desmecht,D., Garigliany,M.",2021-06-01T16:36:21Z,BE1801,Ungulate copiparvovirus 3,Copiparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Belgium,Belgium,NA,NA,NA,2016,NA,ASM1308838v1
GCF_013088005.1,NA,"Willams,S.H., Che,X., Garcia,J.A., Klena,J.D., Lee,B., Muller,D., Ulrich,W., Corrigan,R.M., Nichol,S., Jain,K., Lipkin,W.I., Williams,S.H.",2021-06-01T16:31:57Z,MBV/NYC/2014/Q055/1700,Rodent bocaparvovirus 2,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,USA,USA,NA,Mus musculus,feces,2014-10-28,NA,ASM1308800v1
GCF_013087995.1,NA,"Willams,S.H., Che,X., Garcia,J.A., Klena,J.D., Lee,B., Muller,D., Ulrich,W., Corrigan,R.M., Nichol,S., Jain,K., Lipkin,W.I., Williams,S.H.",2021-06-01T16:31:48Z,MAAV2/NYC/Manhattan/poolF1,Rodent dependoparvovirus 2,Dependoparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,USA,USA,NA,Mus musculus,feces,2014-08,NA,ASM1308799v1
GCF_013087985.1,NA,"Willams,S.H., Che,X., Garcia,J.A., Klena,J.D., Lee,B., Muller,D., Ulrich,W., Corrigan,R.M., Nichol,S., Jain,K., Lipkin,W.I., Williams,S.H.",2021-06-01T16:31:39Z,MAAV1/NYC/Manhattan/poolF1,Rodent dependoparvovirus 1,Dependoparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,USA,USA,NA,Mus musculus,feces,2014-08,NA,ASM1308798v1
GCF_013087365.1,NA,"Yang,S., Liu,Z., Wang,Y., Li,W., Fu,X., Lin,Y., Shen,Q., Wang,X., Wang,H., Zhang,W.",2021-06-01T16:28:44Z,9,Rodent chaphamaparvovirus 2,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,Rattus,feces,2014,NA,ASM1308736v1
GCF_013087225.1,NA,"Bodewes,R., Rubio Garcia,A., Wiersma,L.C., Getu,S., Beukers,M., Schapendonk,C.M., van Run,P.R., van de Bildt,M.W., Poen,M.J., Osinga,N., Sanchez Contreras,G.J., Kuiken,T., Smits,S.L., Osterhaus,A.D.",2021-06-01T16:27:48Z,NA,Pinniped erythroparvovirus 1,Erythroparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Netherlands,Netherlands,NA,Phoca vitulina,brain,2012-10-26,NA,ASM1308722v1
GCF_002366225.2,NA,"Sadeghi,M., Kapusinszky,B., Meng,X.J., Phan,T.G., Deng,X., Yugo,D.M., Kanevsky,I., Opriessnig,T., Woolums,A.R., Hurley,D.J., Eric Delwart,E.",2019-08-19T18:20:02Z,NA,Ungulate copiparvovirus 5,Copiparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,USA,USA,NA,Bos taurus,NA,2015,NA,ViralProj354195
GCF_003033325.1,NA,"Hargitai,R., Pankovics,P., Kertesz,A.M., Biro,H., Boros,A., Phan,T.G., Delwart,E., Reuter,G.",2019-06-28T15:05:25Z,NA,Ungulate protoparvovirus 2,Protoparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Hungary,Hungary,NA,Sus scrofa domesticus,feces,2013-04,NA,ASM303332v1
GCF_004130235.1,NA,"Conceicao-Neto,N., Godinho,R., Alvares,F., Yinda,C.K., Deboutte,W., Zeller,M., Laenen,L., Heylen,E., Roque,S., Petrucci-Fonseca,F., Santos,N., Van Ranst,M., Mesquita,J.R., Matthijnssens,J.",2019-02-12T15:25:31Z,South Douro,Lupine bocavirus,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Portugal,Portugal,NA,Canis lupus signatus,NA,2011,NA,ASM413023v1
GCF_004134425.1,NA,"Roediger,B., Lee,Q., Tikoo,S., Cobbin,J.C.A., Henderson,J.M., Jormakka,M., O'Rourke,M.B., Padula,M.P., Pinello,N., Henry,M., Wynne,M., Santagostino,S.F., Brayton,C.F., Rasmussen,L., Tay,S.S., Harris,D.C., Bertram,J.F., Dowling,J.P., Bertolino,P., Lai,J.H., Wu,W., Bachovchin,W.W., Wong,J.J.L., Gorrell,M.D., Shaban,B., Holmes,E.C., Jolly,C.J., Monette,S., Weninger,W.",2019-02-12T15:09:21Z,NA,Rodent chaphamaparvovirus 1,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Australia,Australia,NA,Mus musculus,"kidney, abdominal cavity",2016,NA,ASM413442v1
GCF_004131965.1,NA,"Lau,S.K.P., Ahmed,S.S., Tsoi,H.W., Yeung,H.C., Li,K.S.M., Fan,R.Y.Y., Zhao,P.S.H., Lau,C.C.C., Lam,C.S.F., Choi,K.K.F., Chan,B.C.H., Cai,J.P., Wong,S.S.Y., Chen,H., Zhang,H.L., Zhang,L., Wang,M., Woo,P.C.Y., Yuen,K.Y., Tsoi,H.-W., Chan,K.K.F., Cai,J.-P., Yuen,K.-Y.",2019-02-12T14:31:54Z,NA,Chiropteran bocaparvovirus 5,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,Rousettus leschenaultii,NA,2012-07-24,NA,ASM413196v1
GCF_004131945.1,NA,"Lau,S.K.P., Ahmed,S.S., Tsoi,H.W., Yeung,H.C., Li,K.S.M., Fan,R.Y.Y., Zhao,P.S.H., Lau,C.C.C., Lam,C.S.F., Choi,K.K.F., Chan,B.C.H., Cai,J.P., Wong,S.S.Y., Chen,H., Zhang,H.L., Zhang,L., Wang,M., Woo,P.C.Y., Yuen,K.Y., Tsoi,H.-W., Chan,K.K.F., Cai,J.-P., Yuen,K.-Y.",2019-02-12T14:31:42Z,NA,Rhinolophus pusillus bocaparvovirus 2,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,Rhinolophus pusillus,NA,2012-07-27,NA,ASM413194v1
GCF_004130275.1,NA,"Yang,S., Wang,Y., Zhang,W.",2019-02-12T14:24:34Z,yc-8,Gruiform aveparvovirus 1,Aveparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,Grus japonensis,feces,2014-12,NA,ASM413027v1
GCF_004129875.1,NA,"Su,X.",2019-02-12T14:24:07Z,MHH-05-2015,Adeno-associated virus,Dependoparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,Cairina moschata,NA,2015-05,NA,ASM412987v1
GCF_004134265.1,NA,NA,2019-02-12T14:18:45Z,NA,Equine parvovirus H,NA,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,Equus caballus,blood,2018,NA,ASM413426v1
GCF_004132225.1,NA,"Schoonvaere,K., Smagghe,G., Francis,F., de Graaf,D.C.",2019-02-12T14:09:09Z,bcry3,Bombus cryptarum densovirus,NA,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Belgium,Belgium,NA,Bombus cryptarum,NA,2015-05-12,NA,ASM413222v1
GCF_004131925.1,NA,"Lau,S.K.P., Ahmed,S.S., Tsoi,H.W., Yeung,H.C., Li,K.S.M., Fan,R.Y.Y., Zhao,P.S.H., Lau,C.C.C., Lam,C.S.F., Choi,K.K.F., Chan,B.C.H., Cai,J.P., Wong,S.S.Y., Chen,H., Zhang,H.L., Zhang,L., Wang,M., Woo,P.C.Y., Yuen,K.Y., Tsoi,H.-W., Chan,K.K.F., Cai,J.-P., Yuen,K.-Y.",2019-02-12T14:08:12Z,NA,Rhinolophus pusillus bocaparvovirus 1,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,Rhinolophus pusillus,NA,2012-07-27,NA,ASM413192v1
GCF_004130255.1,NA,"Yang,S., Wang,Y., Zhang,W.",2019-02-12T14:00:27Z,yc-7,Gruiform aveparvovirus 1,Aveparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,Grus japonensis,feces,2014-12,NA,ASM413025v1
GCF_004132625.1,NA,"Cao,L., Sun,W.C., Zhang,H., Guo,D.D., Lu,H.H., Jin,N.N., Qian,A.D.",2019-02-12T13:46:34Z,GX49,Ungulate chaphamaparvovirus 1,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,Sus scrofa,NA,2015,NA,ASM413262v1
GCF_003033315.1,NA,"Phan,T.G., Dreno,B., da Costa,A.C., Li,L., Orlandi,P., Deng,X., Kapusinszky,B., Siqueira,J., Knol,A.C., Halary,F., Dantal,J., Alexander,K.A., Pesavento,P.A., Delwart,E., Phan,T.",2018-08-26T16:31:45Z,NA,Primate protoparvovirus 3,Protoparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Brazil,Brazil,NA,Homo sapiens,feces,NA,NA,ASM303331v1
GCF_003033275.1,NA,"Lau,S.K., Ahmed,S.S., Yeung,H.C., Li,K.S., Fan,R.Y., Cheng,T.Y., Cai,J.P., Wang,M., Zheng,B.J., Wong,S.S., Woo,P.C., Yuen,K.Y., Lau,S.K.P., So,J.W.K., Li,K.S.M., Fan,R.Y.Y., Cheng,T.Y.T., Wang,S.Y., Chan,B.C.C., Cai,J.-P., Guo,R., Shek,C.-T., Zheng,B.-J., Wong,S.S.Y., Woo,P.C.Y., Yuen,K.-Y.",2018-08-26T16:31:37Z,NA,Chiropteran bocaparvovirus 4,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Hong Kong,Hong Kong,NA,Miniopterus schreibersii,NA,2013-05-15,NA,ASM303327v1
GCF_003033265.1,NA,NA,2018-08-26T16:31:29Z,XM30,Chiropteran bocaparvovirus 3,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Myanmar,Myanmar,NA,Miniopterus fuliginosus,NA,2008-11,NA,ASM303326v1
GCF_003033255.1,NA,NA,2018-08-26T16:31:22Z,WM40,Chiropteran bocaparvovirus 2,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Myanmar,Myanmar,NA,Miniopterus fuliginosus,NA,2008-11,NA,ASM303325v1
GCF_003033245.1,NA,"Wu,Z., Ren,X., Yang,L., Hu,Y., Yang,J., He,G., Zhang,J., Dong,J., Sun,L., Du,J., Liu,L., Xue,Y., Wang,J., Yang,F., Zhang,S., Jin,Q.",2018-08-26T16:31:12Z,NA,Chiropteran bocaparvovirus 1,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,Myotis myotis,NA,2010-12,NA,ASM303324v1
GCF_003033235.1,NA,"Zhang,W., Li,L., Deng,X., Kapusinszky,B., Pesavento,P.A., Delwart,E.",2018-08-26T16:31:03Z,FBD1,Carnivore bocaparvovirus 5,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,USA,USA,NA,Felis catus,feces,2013-10,NA,ASM303323v1
GCF_003033215.1,NA,"Shike,H., Dhar,A.K., Burns,J.C., Shimizu,C., Jousset,F.X., Klimpel,K.R., Bergoin,M.",2018-08-26T16:30:56Z,NA,Decapod penstylhamaparvovirus 1,Penstylhamaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,Penaeus stylirostris,NA,NA,NA,ASM303321v1
GCF_003033335.1,NA,NA,2018-08-26T16:16:28Z,NA,Ungulate tetraparvovirus 1,Tetraparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,NA,NA,NA,ASM303333v1
GCF_003033295.1,NA,"Qiu,J., Cheng,F., Johnson,F.B., Pintel,D.",2018-08-26T16:16:04Z,NA,Ungulate bocaparvovirus 1,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ASM303329v1
GCF_003033305.1,NA,"Handley,S.A., Thackray,L.B., Zhao,G., Presti,R., Miller,A.D., Droit,L., Abbink,P., Maxfield,L.F., Kambal,A., Duan,E., Stanley,K., Kramer,J., Macri,S.C., Permar,S.R., Schmitz,J.E., Mansfield,K., Brenchley,J.M., Veazey,R.S., Stappenbeck,T.S., Wang,D., Barouch,D.H., Virgin,H.W., Handley,S., Miller,A., Brenchley,J.",2018-08-26T15:23:02Z,NA,Primate protoparvovirus 2,Protoparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,USA,USA,NA,Macaca mulatta,NA,2010-01-10,NA,ASM303330v1
GCF_003033205.1,NA,"Tijssen,P., Li,Y., Bando,H., Dubuc,R., Fediere,G., Szelei,J.",2018-08-26T15:15:57Z,NA,Lepidopteran iteradensovirus 1,Iteradensovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASM303320v1
GCF_002827545.1,NA,"Tse,H., Tsoi,H.W., Teng,J.L., Chen,X.C., Liu,H., Zhou,B., Zheng,B.J., Woo,P.C., Lau,S.K., Yuen,K.Y.",2018-08-25T01:10:11Z,NA,Ungulate tetraparvovirus 4,Tetraparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,Ovis aries,NA,NA,NA,ASM282754v1
GCF_002827525.1,NA,"Wang,F., Wei,Y., Zhu,C., Huang,X., Xu,Y., Yu,L., Yu,X.",2018-08-25T01:10:08Z,CnPPV_JH13,Ungulate tetraparvovirus 3,Tetraparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China: Southeast China,China,NA,Sus scrofa,blood,2009-12,NA,ASM282752v1
GCF_002827505.1,NA,NA,2018-08-25T01:10:07Z,NA,Ungulate tetraparvovirus 2,Tetraparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,NA,NA,NA,ASM282750v1
GCF_002827485.1,NA,"Ball-Goodrich,L.J., Leland,S.E., Johnson,E.A., Paturzo,F.X., Jacoby,R.O.",2018-08-25T01:10:00Z,NA,Rodent protoparvovirus 2,Protoparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ASM282748v1
GCF_002827465.1,NA,"Phan,T.G., Vo,N.P., Bonkoungou,I.J., Kapoor,A., Barro,N., O'Ryan,M., Kapusinszky,B., Wang,C., Delwart,E., Phan,T.",2018-08-25T01:09:55Z,NA,Primate protoparvovirus 1,Protoparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Burkina Faso,Burkina Faso,NA,NA,feces,2009,NA,ASM282746v1
GCF_002827425.1,NA,"Chen,Z., Chen,A.Y., Cheng,F., Qiu,J., Yoo,B.C.",2018-08-25T01:09:50Z,NA,Rodent erythroparvovirus 1,Erythroparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,South Korea,South Korea,NA,Tamias sibiricus,NA,NA,NA,ASM282742v1
GCF_002827405.1,NA,"Green,S.W., Malkovska,I., O'Sullivan,M.G., Brown,K.E.",2018-08-25T01:09:40Z,NA,Primate erythroparvovirus 4,Erythroparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ASM282740v1
